REGION,DEPARTEMENT,COMMUNE,Lieu de vote,Bureau,Electeurs,Implantation
KAOLACK,NIORO DU RIP,MEDINA SABAKH,MEDINA SABAKH ECOLE 1,2,455,ECOLE 1 CLASSE CE 1 A
KAOLACK,NIORO DU RIP,MEDINA SABAKH,MEDINA SABAKH ECOLE 1,3,453,ECOLE 1 CLASSE CM 1 A
KAOLACK,NIORO DU RIP,MEDINA SABAKH,MEDINA SABAKH ECOLE 1,4,456,ECOLE 1 CLASSE CM 1 B
KAOLACK,NIORO DU RIP,MEDINA SABAKH,MEDINA SABAKH ECOLE 1,5,455,ECOLE 1 CLASSE CP B
KAOLACK,NIORO DU RIP,MEDINA SABAKH,MEDINA SABAKH ECOLE 1,6,456,CLASSE CM2 B
KAOLACK,NIORO DU RIP,MEDINA SABAKH,MEDINA SABAKH ECOLE 2,1,467,ECOLE 2 CLASSE CM2
KAOLACK,NIORO DU RIP,MEDINA SABAKH,MEDINA SABAKH ECOLE 2,2,467,ECOLE 1 CLASSE CE2
KAOLACK,NIORO DU RIP,MEDINA SABAKH,NDIAWARA,1,162,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,MEDINA SABAKH,PAKALA,1,259,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,MEDINA SABAKH,PAKALA,2,259,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,MEDINA SABAKH,PAKANE KEUR SAMBA,1,324,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,MEDINA SABAKH,PAKANE KEUR SAMBA,2,324,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,MEDINA SABAKH,PASSI RIP,1,510,ECOLE CLASSE CM2
KAOLACK,NIORO DU RIP,MEDINA SABAKH,PAYOMA,1,277,ECOLE CLASSE CM2
KAOLACK,NIORO DU RIP,MEDINA SABAKH,PAYOMA,2,277,ECOLE SALLE DE CLASSE
KAOLACK,NIORO DU RIP,MEDINA SABAKH,SANGHAP,1,457,ECOLE CLASSE CE2
KAOLACK,NIORO DU RIP,MEDINA SABAKH,SANGHAP,2,457,ECOLE CLASSE CM1
KAOLACK,NIORO DU RIP,MEDINA SABAKH,SANTHIE MEDINA,1,398,ECOLE CLASSE CM2
KAOLACK,NIORO DU RIP,MEDINA SABAKH,SANTHIE SANGHAP,1,331,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,MEDINA SABAKH,SIWOL,1,389,ECOLE CLASSE CM2
KAOLACK,NIORO DU RIP,MEDINA SABAKH,YONGO,1,142,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,MEDINA SABAKH,YOUNA,1,167,ECOLE ELEMENTAIRE/ CLASSE CM2
KAOLACK,NIORO DU RIP,NDRAME ESCALE,BOWE,1,437,CLASSE 1
KAOLACK,NIORO DU RIP,NDRAME ESCALE,BOWE,2,330,CLASSE 3
KAOLACK,NIORO DU RIP,NDRAME ESCALE,DJISSA ALIOU,1,261,ECOLE CLASSE 2
KAOLACK,NIORO DU RIP,NDRAME ESCALE,KEUR BIRANE NDOUPI,1,281,CLASSE 1
KAOLACK,NIORO DU RIP,NDRAME ESCALE,KEUR DAME,1,393,ECOLE CLASSE 2
KAOLACK,NIORO DU RIP,NDRAME ESCALE,KEUR FAFA BOURI,1,248,ECOLE CLASSE 2
KAOLACK,NIORO DU RIP,NDRAME ESCALE,KEUR GAYE,1,502,CLASSE 1
KAOLACK,NIORO DU RIP,NDRAME ESCALE,KEUR LAHINE SAKHO,1,347,CLASSE 1
KAOLACK,NIORO DU RIP,NDRAME ESCALE,KEUR MATAR SOUNA,1,328,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,NDRAME ESCALE,KEUR MOMATH ANTA,1,324,CASE DE SANTE
KAOLACK,NIORO DU RIP,NDRAME ESCALE,NDIENGHENE MODI,1,405,CASE DE SANTE
KAOLACK,NIORO DU RIP,NDRAME ESCALE,NDRAME ESCALE,1,596,CLASSE 1
KAOLACK,NIORO DU RIP,NDRAME ESCALE,NDRAME ESCALE,2,596,CLASSE 3
KAOLACK,NIORO DU RIP,NDRAME ESCALE,NDRAME ESCALE,3,595,CLASSE 5
KAOLACK,NIORO DU RIP,NDRAME ESCALE,NDRAME ESCALE,4,594,ECOLE CLASSE CE2 A
KAOLACK,NIORO DU RIP,NDRAME ESCALE,TALLENE GUEDE,1,188,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,NDRAME ESCALE,THIAMENE MOMATH BINTA,1,252,CLASSE 1
KAOLACK,NIORO DU RIP,NDRAME ESCALE,THIARENE DJISSA,1,380,CLASSE 1
KAOLACK,NIORO DU RIP,NGAYENE,DAROU MBAPP,1,476,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,NGAYENE,DAROU MBAPP,2,475,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,NGAYENE,DIAGLE NGAYENE,1,307,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,NGAYENE,DIAMA KACOUNDA DIAMA SICOUNDA,1,298,ECOLE CLASSE CE1
KAOLACK,NIORO DU RIP,NGAYENE,DIAMA PALENE MBAYENE,1,228,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,NGAYENE,DIAMA PASSI,1,336,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,NGAYENE,DIAMA THIEWI,1,503,ECOLE CLASSE CE2
KAOLACK,NIORO DU RIP,NGAYENE,ECOLE ELEMENTAIRE DIAMA MOUSSA,1,327,SALLE DE CLASSE
KAOLACK,NIORO DU RIP,NGAYENE,ECOLE ELEMENTAIRE DIAMA MOUSSA,2,327,SALLE DE CLASSE
KAOLACK,NIORO DU RIP,NGAYENE,ECOLE FRANCO-ARABE TAIF,1,348,SALLE DE CLASSE
KAOLACK,NIORO DU RIP,NGAYENE,FASS NGAYENE,1,329,ABRI RPOVISOIRE
KAOLACK,NIORO DU RIP,NGAYENE,LOHENE,1,484,ECOLE CLASSE CE2
KAOLACK,NIORO DU RIP,NGAYENE,LOHENE,2,483,ECOLE CLASSE CM2
KAOLACK,NIORO DU RIP,NGAYENE,NDIABO,1,297,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,NGAYENE,NGAYENE ECOLE,1,436,CLASSE CE1
KAOLACK,NIORO DU RIP,NGAYENE,NGAYENE ECOLE,2,436,CM2
KAOLACK,NIORO DU RIP,NGAYENE,NGAYENE FOYER DES JEUNES,1,493,BATIMENT FOYER DES JEUNES
KAOLACK,NIORO DU RIP,NGAYENE,NGAYENE FOYER DES JEUNES,2,493,BATIMENT FOYER DES JEUNES
KAOLACK,NIORO DU RIP,NGAYENE,PASSI NGAYENE,1,430,ECOLE CLASSE CE1
KAOLACK,NIORO DU RIP,NGAYENE,PASSI NGAYENE,2,429,ECOLE CLASSE CP
KAOLACK,NIORO DU RIP,NGAYENE,SINE NGAYENE,1,589,ECOLE CLASSE CE2
KAOLACK,NIORO DU RIP,NGAYENE,THIEKENE,1,164,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,NIORO DU RIP,C.E.T.E.F,1,174,CEM NIORO SUD SALLE 13
KAOLACK,NIORO DU RIP,NIORO DU RIP,C.E.T.E.F,2,174,CEM NIORO SUD SALLE 18
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE DAROU SALAM,1,316,CLASSE CM 2B
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE DAROU SALAM,2,317,CLASSE CE2B
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE INSA BOBO BA,1,596,CLASSE CM2B
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE INSA BOBO BA,2,597,CLASSE CI A
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE INSA BOBO BA,3,597,CLASSE CPA
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE INSA BOBO BA,4,597,CE1 B
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE MAMOUR NDARY,1,572,CEM SALLE 01
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE MAMOUR NDARY,2,572,CEM SALLE 03
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE MAMOUR NDARY,3,571,CEM SALLE 07
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE NIORO NORD,1,576,CLASSE CPA
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE NIORO NORD,2,576,CLASSE CE2A
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE NIORO NORD,3,568,CM2 B
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE NIORO NORD,4,85,CEM1 A
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE NIORO SUD,1,538,CLASSE CM2A
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE NIORO SUD,2,538,CLASSE CI
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE NIORO SUD,3,536,CI A
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE SAER MATY BA,1,469,CLASSE CM2A
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE SAER MATY BA,2,464,CLASSE CPA
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE SAER MATY BA,3,418,CE1 B
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE SARA THILLOR BESSANE,1,564,ECOLE SARA THILOR BESSANE
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE SARA THILLOR BESSANE,2,573,ECOLE SARA THILOR BESSANE
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE SARA THILLOR BESSANE,3,565,CLASSE CEIB
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE SARA THILLOR BESSANE,4,569,CLASSE CM1A
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE SARA THILLOR BESSANE,5,566,CEM NIORO DAROU SALAM SALLE 1
KAOLACK,NIORO DU RIP,NIORO DU RIP,ECOLE SARA THILLOR BESSANE,6,564,CEM NIORO DAROU SALAM SALLE 2
KAOLACK,NIORO DU RIP,PAOSKOTO,DAROU NAHIM,1,211,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,PAOSKOTO,DINGUIRAYE,1,571,CLASSE CP 2
KAOLACK,NIORO DU RIP,PAOSKOTO,DINGUIRAYE,2,570,CLASSE CE 2
KAOLACK,NIORO DU RIP,PAOSKOTO,DINGUIRAYE,3,569,CLASSE CM 1
KAOLACK,NIORO DU RIP,PAOSKOTO,DINGUIRAYE,4,570,CLASSE CM 2
KAOLACK,NIORO DU RIP,PAOSKOTO,GAPAKH,1,576,CLASSE CM 2
KAOLACK,NIORO DU RIP,PAOSKOTO,KENIEBA KEUR BANDIOUGOU,1,123,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,PAOSKOTO,KEUR AMATH DRAME,1,471,MAGASIN POLYVALENT
KAOLACK,NIORO DU RIP,PAOSKOTO,KEUR MALLE,1,397,CLASSE CM 1
KAOLACK,NIORO DU RIP,PAOSKOTO,KEUR NDJIGOU,1,140,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,PAOSKOTO,MBAYE FAYE MASSERIGNE,1,300,CLASSE CM 2
KAOLACK,NIORO DU RIP,PAOSKOTO,PAKALA MBAYENE,1,339,CLASSE CE 2
KAOLACK,NIORO DU RIP,PAOSKOTO,PAOSKOTO,1,515,CLASSE CE 1
KAOLACK,NIORO DU RIP,PAOSKOTO,PAOSKOTO,2,516,CLASSE CE 2
KAOLACK,NIORO DU RIP,PAOSKOTO,PAOSKOTO,3,516,CLASSE CM 1
KAOLACK,NIORO DU RIP,PAOSKOTO,PAOSKOTO,4,517,CI A
KAOLACK,NIORO DU RIP,PAOSKOTO,VENTHIEVI,1,311,CLASSE CE 1
KAOLACK,NIORO DU RIP,PAOSKOTO,VENTHIEVI,2,310,CLASSE CM 1
KAOLACK,NIORO DU RIP,POROKHANE,AFIA THIAMENE,1,582,CLASSE CE2
KAOLACK,NIORO DU RIP,POROKHANE,AFIA THIAMENE,2,127,CLASSE CM1
KAOLACK,NIORO DU RIP,POROKHANE,DAGA ALBOURI ECOLE,1,315,CLASSE CE1
KAOLACK,NIORO DU RIP,POROKHANE,DAROU MOUGNAGUENE,1,557,CLASSE CM2
KAOLACK,NIORO DU RIP,POROKHANE,DAROU MOUGNAGUENE,2,82,CLASSE CM1
KAOLACK,NIORO DU RIP,POROKHANE,KEUR BABOU DIOP,1,494,CLASSE CM2
KAOLACK,NIORO DU RIP,POROKHANE,KEUR BIDJI AWA,1,475,CLASSE CE1
KAOLACK,NIORO DU RIP,POROKHANE,KEUR BIRANE DIA,1,288,CLASSE CM1
KAOLACK,NIORO DU RIP,POROKHANE,KEUR BIRANE DIA,2,288,CLASSE CM2
KAOLACK,NIORO DU RIP,POROKHANE,KEUR DIATTA,1,164,CLASSE CE1
KAOLACK,NIORO DU RIP,POROKHANE,KEUR MOUSSA FRONTIERE,1,543,CLASSE CM1
KAOLACK,NIORO DU RIP,POROKHANE,KEUR MOUSSA FRONTIERE,2,543,CLASSE CM2
KAOLACK,NIORO DU RIP,POROKHANE,KEUR MOUSSA FRONTIERE,3,195,CLASSE CE2
KAOLACK,NIORO DU RIP,POROKHANE,KEUR SETTE DIAKHOU,1,449,CLASSE CM1
KAOLACK,NIORO DU RIP,POROKHANE,KEUR SETTE DIAKHOU,2,450,CLASSE CM2
KAOLACK,NIORO DU RIP,POROKHANE,KEUR SOUNTOU,1,527,CLASSE CM2
KAOLACK,NIORO DU RIP,POROKHANE,KEUR TAMBA,1,408,CLASSE CE2
KAOLACK,NIORO DU RIP,POROKHANE,MEDINA MOUNAWAR,1,366,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,POROKHANE,MEDINA OUMAR NIANG,1,394,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,POROKHANE,MEDINA OUMAR NIANG,2,392,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,POROKHANE,NDIENGHENE KEUR MALOBE,1,502,CLASSE CE1
KAOLACK,NIORO DU RIP,POROKHANE,NDIENGHENE KEUR MALOBE,2,504,CLASSE CM2
KAOLACK,NIORO DU RIP,POROKHANE,POROKHANE,1,575,CLASSE CP2
KAOLACK,NIORO DU RIP,POROKHANE,POROKHANE,2,574,CLASSE CE1
KAOLACK,NIORO DU RIP,POROKHANE,POROKHANE,3,574,CLASSE CE2
KAOLACK,NIORO DU RIP,POROKHANE,POROKHANE,4,575,CLASSE CM2
KAOLACK,NIORO DU RIP,POROKHANE,POROKHANE,5,575,SALLE DE CLASSE
KAOLACK,NIORO DU RIP,POROKHANE,POROKHANE,6,576,CE1 B
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,DAFFAR,1,593,CLASSE CE2
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,DAFFAR,2,9,CLASSE CE1
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,FASS KEUR OMAR TOUNKARA,1,339,SALLE DE CLASSE
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,KEUR ABIBOU NIASSE,1,451,CLASSE CM1
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,KEUR ABIBOU NIASSE,2,448,CLASSE CM2
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,KEUR ALIOU PATHE,1,555,CLASSE CM1
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,KEUR AMATH ASTA,1,222,MAGASIN
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,KEUR LAYENE KHOREDIA,1,269,MAGASIN
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,KEUR MABA AWA,1,590,CLASSE CM2
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,KEUR MABA AWA,2,36,CLASSE CM1
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,KOLMA DIORDIOR,1,285,CLASSE CE2
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,KOLMA DIORDIOR,2,284,CLASSE CE1
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,MBITEYENE OUALO,1,406,CLASSE CM1
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,MBITEYENE OUALO,2,303,CI
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,SANTHIE THIAMENE,1,447,CLASSE CM2
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,SANTHIE THIAMENE,2,325,CP
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,TAIBA NIASSENE,1,558,CLASSE CP2
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,TAIBA NIASSENE,2,557,CLASSE CE1
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,TAIBA NIASSENE,3,564,CLASSE CE 2
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,TAIBA NIASSENE,4,560,CLASSE CM2
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,TAIBA NIASSENE,5,565,SALLE DE CLASSE
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,TAIBA NIASSENE,6,550,CM1 B
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,TAIBA NIASSENE,7,416,CLASSE CI
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,TAWA OUALO,1,401,CLASSE CM1
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,THIAMENE OUALO,1,533,CLASSE CM1
KAOLACK,NIORO DU RIP,TAIBA NIASSENE,THIAMENE OUALO,2,534,CLASSE CM2
KAOLACK,NIORO DU RIP,WACK NGOUNA,CASE DES TOUT-PETITS,1,530,SALLE DE CONFERENCES
KAOLACK,NIORO DU RIP,WACK NGOUNA,DAGA BANI,1,364,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,WACK NGOUNA,DAROU MATAR,1,422,ECOLE CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,DAROU SALAM MOURIDE,1,368,ECOLE PUBLIQUE CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,FETTO,1,358,ECOLE CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,KEUR AMADI NGUENAR,1,172,SALLE DE CLASSE
KAOLACK,NIORO DU RIP,WACK NGOUNA,KEUR BABOU MBOMBE,1,324,ECOLE CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,KEUR MADI YACINE,1,471,ECOLE CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,KEUR MAMADOU NENE,1,323,ECOLE CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,KEUR MAMOUR COUMBA,1,404,ECOLE CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,KEUR SACOUMBA,1,203,ECOLE CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,KEUR SAMBA KA,1,421,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,WACK NGOUNA,KEUR SEYDOU BA,1,365,ECOLE CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,KEUR YORO KHODIA,1,525,CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,KEUR YORO KHODIA,2,518,CLASSE 2
KAOLACK,NIORO DU RIP,WACK NGOUNA,KEUR YORO KHODIA,3,229,SALLE DE CLASSE
KAOLACK,NIORO DU RIP,WACK NGOUNA,KOTINETE,1,323,ECOLE CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,KOUTANGO,1,198,CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,MBADIENE,1,306,ECOLE CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,MBAYENE,1,493,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,WACK NGOUNA,MEDINA THIAMENE,1,427,CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,MERELLA YORO,1,192,SALLE DE CLASSE
KAOLACK,NIORO DU RIP,WACK NGOUNA,NDIAGO 1,1,429,CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,NDIAGO 1,2,429,CLASSE 2
KAOLACK,NIORO DU RIP,WACK NGOUNA,NDIAYENE CADD,1,78,ECOLE CLASSE 2
KAOLACK,NIORO DU RIP,WACK NGOUNA,NDIBA,1,323,ECOLE CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,NDIOUFFENE THIVALO,1,149,CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,PANE MATH,1,224,CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,PANE MATH,2,223,CLASSE 2
KAOLACK,NIORO DU RIP,WACK NGOUNA,PASSI BABOU,1,386,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,WACK NGOUNA,SABOYA,1,573,CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,SAMAKO TOUCOULEUR,1,421,CLASSE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,SOUCOUTA,1,440,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,WACK NGOUNA,SOUCOUTA,2,439,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,WACK NGOUNA,THIAMENE DIOGO,1,217,SALLE DE CLASSE
KAOLACK,NIORO DU RIP,WACK NGOUNA,THIARENE ALASSANE,1,411,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,WACK NGOUNA,TOUBA 1,1,193,ABRI PROVISOIRE
KAOLACK,NIORO DU RIP,WACK NGOUNA,WACK CEM,1,547,SALLE PLAN 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,WACK ECOLE PRIMAIRE,1,546,SALLE 1
KAOLACK,NIORO DU RIP,WACK NGOUNA,WACK ECOLE PRIMAIRE,2,548,SALLE 3
KEDOUGOU,KEDOUGOU,BANDAFASSI,BADEMBA,1,142,ABRI PROVISOIRE
KEDOUGOU,KEDOUGOU,BANDAFASSI,BANDAFASSI,1,504,CLASSE CM 2
KEDOUGOU,KEDOUGOU,BANDAFASSI,BANDAFASSI,2,504,SALLE DE CLASSE
KEDOUGOU,KEDOUGOU,BANDAFASSI,BAYTILAYE,1,290,ABRI PROVISOIRE
KEDOUGOU,KEDOUGOU,BANDAFASSI,BOUDOUCOUNDI,1,244,CLASSE CM 2
KEDOUGOU,KEDOUGOU,BANDAFASSI,DIENDJI,1,174,CLASSE CP
KEDOUGOU,KEDOUGOU,BANDAFASSI,IBEL,1,372,CLASSE CM 2
KEDOUGOU,KEDOUGOU,BANDAFASSI,IBEL,2,373,SALLE DE CLASSE
KEDOUGOU,KEDOUGOU,BANDAFASSI,ITATO,1,265,ABRI PROVISOIRE
KEDOUGOU,KEDOUGOU,BANDAFASSI,LAMINIYA,1,363,CLASSE CM 2
KEDOUGOU,KEDOUGOU,BANDAFASSI,LANDE BAYTIL,1,353,CLASSE CM 1
KEDOUGOU,KEDOUGOU,BANDAFASSI,LANDIENI PEULH,1,205,CLASSE CE 2
KEDOUGOU,KEDOUGOU,BANDAFASSI,NIANGHE,1,140,CLASSE CM 2
KEDOUGOU,KEDOUGOU,BANDAFASSI,SAMAL,1,154,ABRI PROVISOIRE
KEDOUGOU,KEDOUGOU,BANDAFASSI,SAMECOUTA,1,589,CLASSE CM 2
KEDOUGOU,KEDOUGOU,BANDAFASSI,SAMECOUTA,2,107,CLASSE CM1
KEDOUGOU,KEDOUGOU,BANDAFASSI,SINTHIOUROUDJI,1,109,ABRI PROVISOIRE
KEDOUGOU,KEDOUGOU,BANDAFASSI,SYLLACOUNDA DIAKHA,1,350,CLASSE CM 2
KEDOUGOU,KEDOUGOU,BANDAFASSI,TEPEREDIANTOUM,1,81,CLASSE CP
KEDOUGOU,KEDOUGOU,BANDAFASSI,THIABEDJI,1,502,CLASSE CM 2
KEDOUGOU,KEDOUGOU,BANDAFASSI,THIANCOUMALAL,1,100,ABRI PROVISOIRE
KEDOUGOU,KEDOUGOU,BANDAFASSI,THIOKETIAN,1,238,CLASSE CE 2
KEDOUGOU,KEDOUGOU,DIMBOLI,AFIA DANDE MAYO,1,588,CLASSE CM1
KEDOUGOU,KEDOUGOU,DIMBOLI,AFIA DANDE MAYO,2,111,CLASSE CE1
KEDOUGOU,KEDOUGOU,DIMBOLI,BARA,1,206,ABRI PROVISOIRE
KEDOUGOU,KEDOUGOU,DIMBOLI,DIALAYA 2,1,167,CLASSE CM2
KEDOUGOU,KEDOUGOU,DIMBOLI,DIAN HERI,1,179,CLASSE CM2
KEDOUGOU,KEDOUGOU,DIMBOLI,DIMBOLI,1,244,CLASSE CM2
KEDOUGOU,KEDOUGOU,DIMBOLI,DIMBOLI,2,243,CLASSE CE2
KEDOUGOU,KEDOUGOU,DIMBOLI,ECOLE BAMBAYA,1,158,CLASSE CM1
KEDOUGOU,KEDOUGOU,DIMBOLI,KAFORI,1,212,CLASSE CM2
KEDOUGOU,KEDOUGOU,DIMBOLI,KAFORI,2,214,CLASSE CM1
KEDOUGOU,KEDOUGOU,DIMBOLI,MALINDA,1,258,ABRI PROVISOIRE
KEDOUGOU,KEDOUGOU,DIMBOLI,MALLEME,1,177,ABRI PROVISOIRE
KEDOUGOU,KEDOUGOU,DIMBOLI,VELINGARA,1,214,CLASSE CM1
KEDOUGOU,KEDOUGOU,DINDEFELO,DINDIFELLO,1,412,CLASSE CM 2
KEDOUGOU,KEDOUGOU,DINDEFELO,DINDIFELLO,2,410,ABRI PROVISOIRE
KEDOUGOU,KEDOUGOU,DINDEFELO,HAFIA 1,1,323,CLASSE CE 2
KEDOUGOU,KEDOUGOU,DINDEFELO,HAFIA 2,1,379,CLASSE CE 1
KEDOUGOU,KEDOUGOU,DINDEFELO,PELEL KINDESSA,1,450,CLASSE CM 2
KEDOUGOU,KEDOUGOU,DINDEFELO,THIANGUE,1,395,CLASSE CM 2
KEDOUGOU,KEDOUGOU,DINDEFELO,YAMOUSSA SEGOU,1,427,CLASSE CE 1
KEDOUGOU,KEDOUGOU,FONGOLIMBI,FONGOLIMBI,1,434,CLASSE CM2
KEDOUGOU,KEDOUGOU,FONGOLIMBI,FONGOLIMBI,2,435,CLASSE CM1
KEDOUGOU,KEDOUGOU,FONGOLIMBI,KOBOYE,1,168,CLASSE CP
KEDOUGOU,KEDOUGOU,FONGOLIMBI,KOBOYE,2,168,CLASSE CE1
KEDOUGOU,KEDOUGOU,FONGOLIMBI,LESFALO,1,209,CLASSE CM2
KEDOUGOU,KEDOUGOU,FONGOLIMBI,LESFALO,2,208,CLASSE CM1
KEDOUGOU,KEDOUGOU,FONGOLIMBI,MADIHOU,1,168,ECOLE CLASSE CM2
KEDOUGOU,KEDOUGOU,FONGOLIMBI,MAROUGOU,1,185,CLASSE CP
KEDOUGOU,KEDOUGOU,FONGOLIMBI,NIAGALANCOME,1,252,CLASSE CM2
KEDOUGOU,KEDOUGOU,FONGOLIMBI,NIAGALANCOME,2,251,CLASSE CM1
KEDOUGOU,KEDOUGOU,FONGOLIMBI,SAMBANGAL,1,69,ABRI PROVISOIRE
KEDOUGOU,KEDOUGOU,FONGOLIMBI,TOUMANIA,1,343,CLASSE CM2
KEDOUGOU,KEDOUGOU,FONGOLIMBI,WASSAYA,1,61,CLASSE CE2
KEDOUGOU,KEDOUGOU,KEDOUGOU,ECOLE ALPHA MAMADOU SADIO BA,1,560,CLASSE CM2B
KEDOUGOU,KEDOUGOU,KEDOUGOU,ECOLE ALPHA MAMADOU SADIO BA,2,511,SALLE DE CLASSE CM2A
KEDOUGOU,KEDOUGOU,KEDOUGOU,ECOLE BAKARY DANSOKHO,1,580,CLASSE CM2 A
KEDOUGOU,KEDOUGOU,KEDOUGOU,ECOLE BAKARY DANSOKHO,2,582,CLASSE CM2 B
KEDOUGOU,KEDOUGOU,KEDOUGOU,ECOLE BAKARY DANSOKHO,3,576,CLASSE CE1 A
