REGION,DEPARTEMENT,COMMUNE,Lieu du vote,Bureau,Electeurs,Implantation
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA,10,567,CLASSE CM2 A ECOLE A
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA,11,567,CLASSE CM1 B ECOLE A
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA,12,568,CLASSE CE2 A ECOLE A
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA,13,568,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA,14,568,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA,15,568,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA,16,568,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA,17,568,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA,18,568,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA,19,568,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA B,1,560,SALLE GABOU
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA B,2,564,ABRI PROVISOIRE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA B,3,565,SALLE SIINE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA B,4,558,SALLE FUUTA TORRO
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA B,5,569,ABRI PROVISOIRE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA B,6,558,SALLE DIOLOF
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA B,7,559,ABRI PROVISOIRE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA C,1,345,CLASSE CM2 A
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA C,2,343,CLASSE CM1 A
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA C,3,345,CLASSE CM1 B
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA C,4,344,CLASSE CE2 B
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA C,5,353,CLASSE CE1 B
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE KHALI MADIAKHATE KALA C,6,347,CLASSE CP A
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE PRIMAIRE DHL,1,575,CLASSE 05
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE PRIMAIRE DHL,2,581,CLASSE 10
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE PRIMAIRE DHL,3,566,CLASSE 08
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE PRIMAIRE DHL,4,572,CLASSE 07
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE PRIMAIRE DHL,5,534,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE PRIMAIRE DHL,6,534,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE PRIMAIRE DHL,7,534,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE PRIMAIRE DHL,8,534,SALLE DE CLASSE
DAKAR,GUEDIAWAYE,WAKHINANE NIMZAT,ECOLE PRIMAIRE DHL,9,533,SALLE DE CLASSE
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE CITE GENDARMERIE,1,511,CLASSE CE2 A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE CITE GENDARMERIE,2,511,CLASSE CM1 B
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE CITE GENDARMERIE,3,510,CLASSE CE1 A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE CITE GENDARMERIE,4,511,CLASSE CP B
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE CITE GENDARMERIE,5,511,CLASSE CI A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 12 B,1,578,CLASSE CI A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 12 B,2,577,CLASSE CP A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 12 B,3,578,CLASSE CE1 A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 12 B,4,577,CLASSE CE2 A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 12 B,5,577,CLASSE CM1 A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 12 B,6,578,CLASSE CM1 B
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 12 B,7,578,CLASSE CM2 A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 12 B,8,577,CLASSE CM2 B
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 17,1,571,CLASSE CI A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 17,2,570,CLASSE CP A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 17,3,571,CLASSE CE1 A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 17,4,572,CLASSE CE2 A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 17,5,572,CLASSE CM1 A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 17,6,571,CLASSE CM2 A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 17,7,571,CLASSE CE1 B
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 19,1,569,CLASSE CI A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 19,2,569,CLASSE CE1 A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 19,3,567,CLASSE CM1 A
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 19,4,569,CLASSE CM2 B
DAKAR,KEUR MASSAR,JAXAAY-PARCELLES,ECOLE UNITE 19,5,568,CLASSE CE1 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,CITE GENDARMERIE,1,400,ECOLE ELEMENTAIRE S 1
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,CITE GENDARMERIE,2,400,ECOLE ELEMENTAIRE S 2
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,1,557,CLASSE CP A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,2,557,CLASSE CPC
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,3,557,CLASSE CIA
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,4,557,CLASSE CIB
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,5,557,CLASSE CIC
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,6,557,CALSSE CE2 C
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,7,557,CLASSE CM1A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,8,557,CLASSE CM1B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,9,557,CLASSE CM1C
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,10,557,CLASSE CE2 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,11,557,CLASSE CE2A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,12,557,CLASSE CE1C
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,13,557,CLASSE CE1 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,14,557,CLASSE CE1 A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,15,558,CLASSE CP B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,16,557,CLASSE CM2 A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,17,557,CLASSE CM2 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,18,557,CLASSE CM2 C
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,19,557,SALLE BIBLIOTHEQUE
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,20,557,E P. COUMBA MBACKE FAYE S 1
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,21,557,E P. COUMBA MBACKE FAYE S 2
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,22,557,E P. COUMBA MBACKE FAYE S 3
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE DE BOUNE,23,557,E P. COUMBA MBACKE FAYE S 4
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,1,593,SALLE 15 CM2 A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,2,594,SALLE 14 CM1 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,3,594,SALLE 13 CM1 A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,4,594,SALLE 12 CP C
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,5,594,SALLE 11 CP B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,6,594,SALLE 10 CP A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,7,593,SALLE 9 CE2 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,8,593,SALLE 8 CE2 A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,9,594,SALLE 7 CI C
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,10,593,SALLE 6 CI B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,11,594,SALLE CE1 C
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,12,594,CLASSE CI A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,13,593,CLASSE CE2 C
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,14,594,CLASSE CE1 A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,15,594,CLASSE CE1 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,16,594,CLASSE CM2 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,17,593,CLASSE CM2 C
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,18,594,CLASSE CM1 C
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,19,594,CEM KEUR MASSAR VILLAGE S1
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,20,594,CEM KEUR MASSAR VILLAGE S2
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,21,594,CEM KEUR MASSAR VILLAGE S3
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,22,594,CEM KEUR MASSAR VILLAGE S4
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE MASSAR DIEYE,23,594,CEM KEUR MASSAR VILLAGE S5
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,1,413,CLASSE CI A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,2,413,CLASSE CI B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,3,413,CLASSE CP A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,4,413,CLASSE CP B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,5,413,CLASSE CE1 A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,6,413,CLASSE CE1 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,7,413,CLASSE CE2 A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,8,413,CLASSE CE2 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,9,413,SALLE BUREAU DIRECTEUR
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,10,413,CLASSE CM1A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,11,413,CLASSE CM1 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,12,413,CLASSE CM2 A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,13,413,CLASSE CM2 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,14,414,BUREAU BV 14
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,15,413,ANNEXE ECOLE PLLES U9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,16,413,ANNEXE ECOLE PLLES U9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,17,414,ANNEXE ECOLE PLLES U9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,18,414,ANNEXE ECOLE PA U9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,19,413,ANNEXE ECOLE PA U9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,20,414,ANNEXE ECOLE PA U9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,21,413,ANNEXE ECOLE PA U9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,22,413,ANNEXE ECOLE PA U9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,23,413,ANNEXE ECOLE PA U9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,24,414,ANNEXE ECOLE PA U9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,25,413,ANNEXE ECOLE PA U9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,26,413,ANNEXE ECOLE PA U9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11,27,414,ANNEXE ECOLE PA U9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11 BIS,1,562,ABRI PROVISOIRE
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 11 BIS,2,562,ABRI PROVISOIRE
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,1,581,CLASSE CI A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,2,581,CLASSE CP A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,3,581,CLASSE CP B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,4,581,CLASSE CE1 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,5,581,CLASSE CE2 A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,6,581,CLASSE CM1 A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,7,581,CLASSE CM1 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,8,581,CLASSE CM2
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,9,582,CLASSE CI B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,10,582,CLASSE CE1 A
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,11,581,CLASSE CE2 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,12,582,CLASSE CM2 B
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,13,581,ECOLE PA U15 SALLE 1
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,14,581,ECOLE PA U15 SALLE 2
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,15,582,ECOLE PA U15 SALLE 3
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,16,581,ECOLE PA U15 SALLE 4
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,17,581,ECOLE PA U15 SALLE 5
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,18,581,ECOLE PA U15 SALLE 6
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,19,581,ECOLE PA U15 SALLE 7
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,20,581,ECOLE PA U15 SALLE 8
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,ECOLE PLLES ASSAINIES UNITE 14,21,581,ECOLE PA U15 SALLE 9
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,LYCEE ZONE DE RECASEMENT,1,532,SALLE A1
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,LYCEE ZONE DE RECASEMENT,2,532,SALLE A2
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,LYCEE ZONE DE RECASEMENT,3,532,SALLE A3
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,LYCEE ZONE DE RECASEMENT,4,531,SALLE A4
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,LYCEE ZONE DE RECASEMENT,5,532,SALLE A5
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,LYCEE ZONE DE RECASEMENT,6,532,SALLE B1
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,LYCEE ZONE DE RECASEMENT,7,532,SALLE B2
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,LYCEE ZONE DE RECASEMENT,8,532,SALLE B3
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,LYCEE ZONE DE RECASEMENT,9,531,SALLE B4
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,LYCEE ZONE DE RECASEMENT,10,531,SALLE B5
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,PARCELLES ASSAINIES UNITE 2,1,418,ECOLE PA U5 SALLE 1
DAKAR,KEUR MASSAR,KEUR MASSAR NORD,PARCELLES ASSAINIES UNITE 2,2,417,ECOLE PA U5 SALLE 2
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,DAROU SALAM 2,1,227,CLASSE CI
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,DAROU SALAM 2,2,219,CLASSE CP
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CAMILLE BASSE,1,551,CLASSE CE1 A
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CAMILLE BASSE,2,551,CLASSE CI A
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CAMILLE BASSE,3,551,CLASSE CP
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,1,516,SALLE INFORMATIQUE
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,2,516,CLASSE CI A
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,3,516,CLASSE CP A
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,4,515,CLASSE CE1 A
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,5,516,CLASSE CE2 A
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,6,515,CLASSE CM1 A
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,7,515,CLASSE CI B
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,8,515,CLASSE CP B
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,9,515,CLASSE CE1 B
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,10,515,CLASSE CE2 B
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,11,515,CLASSE CM1 B
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,12,515,CLASSE CM2
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,13,516,ABRI PROVISOIRE
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,14,516,CEM AINOUMADY S1
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,15,516,CEM AINOUMADY S2
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,16,516,CEM AINOUMADY S3
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,17,516,CEM AINOUMADY S4
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,18,514,CEM AINOUMADY S5
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,19,516,CEM AINOUMADY S6
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,20,516,CEM AINOUMADY S7
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,21,516,CEM AINOUMADY S8
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,22,516,CEM AINOUMADY S9
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,23,516,LYCEE AINOUMADY S1
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,24,516,LYCEE AINOUMADY S2
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,25,516,LYCEE AINOUMADY S3
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,26,516,LYCEE AINOUMADY S4
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,27,516,LYCEE AINOUMADY S5
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE AINOUMADY,28,516,LYCEE AINOUMADY S6
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,1,486,CLASSE CE1 C
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,2,486,CLASSE CE1 B
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,3,486,CLASSE CE1 A
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,4,486,CLASSE CE2 C
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,5,486,CLASSE CM1 A
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,6,487,CLASSE CE2 B
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,7,487,CLASSE CE2 A
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,8,485,CLASSE CM2 C
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,9,486,CLASSE CM2 B
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,10,486,CLASSE CM2 A
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,11,486,CLASSE CM1 B
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,12,485,CLASSE CM1 C
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,13,486,CLASSE CI A
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,14,486,CLASSE CI B
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,15,486,CLASSE CI C
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,16,486,CLASSE CP A
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,17,486,CLASSE CP B
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,ECOLE CITE CASTOR SOTRAC,18,485,CLASSE CP C
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,HAMDALAYE 2,1,60,CLASSE CI
DAKAR,KEUR MASSAR,KEUR MASSAR SUD,HAMDALAYE 2,2,76,CLASSE CM1
